IV,DV
11.351157548035646,5.922912983459028
2.0780558235666264,10.4015997357409
2.5153262978879742,3.368576268346707
21.0244511121277,7.830245818399865
100.48143504486116,17.17489624157253
265.36991423126483,20.747242098991105
340.6853871104932,24.459080643788692
294.03460013727704,21.50379927105511
33.08560823228882,15.570697213672743
8.191781515552414,7.557882498943447
196.17055181101995,18.381838493220375
250.7303897294548,24.744682978268386
5.97270846060143,7.043642316685386
7.2599363812276625,6.376503738963946
67.78271175940083,10.714777786120482
262.91122510593686,19.502092690600417
36.291123576257064,6.617140048997699
53.771580873887416,10.500410546678017
20.911084795183374,11.090915403454035
258.4364856229006,25.693138817982422
63.49548588638432,16.169929188886524
20.613174802622048,13.42577056148329
144.11862571068372,20.79663646473716
257.762809131364,28.465175110718953
13.122216806107074,12.419459460006001
29.68986311591706,12.642581387351736
7.797162248334839,4.1164439023938275
2.977489012774552,4.8164125730346825
24.606692226302542,13.732201698496574
110.47914993137198,23.71415611382767
177.12719530300936,22.866574959271187
49.004494980968374,24.029272456966325
13.511904220321636,5.548116439713047
101.68988693647324,18.572266795778752
77.92656630601627,11.523236718442416
10.547488742225115,12.280130224480951
11.814533327503904,6.654890588513429
96.40760268196213,21.941970925665885
73.59773359576089,17.26825069505128
89.10065901511251,16.6507676465966
96.1698031689095,12.906145901981555
28.829284197065853,18.1530282438453
2.5909563502594617,6.939218673845944
55.30870034687484,15.35709237069264
86.46047584661316,25.247534427338348
12.254761684586422,3.480712634330728
244.04252852082314,24.798244824360378
41.16818874438189,20.839878618339643
112.49336855246838,26.45458102469205
8.005021919122255,14.907797928884703
324.7763812267432,25.124084330773833
12.714121165307285,10.279241193732618
173.8460293475053,19.6611504322748
234.86565852530507,20.773165142646395
24.363579585078817,15.59923821630239
24.222725702763803,11.39748452961356
17.179860774168617,12.298069727668542
24.98407189104237,13.77530388792267
120.89597512011318,22.888567806929395
14.537844533952583,6.851866499848198
7.150982668354233,4.090019019713767
79.66242689586441,18.75916698177168
73.19705097419914,19.78883240574261
72.36495964762264,16.22898744215351
193.3320587554822,19.527872720398506
2.1843927155407674,4.86097630617307
10.055290914361152,11.689228427548807
33.84231252874041,10.995322502852565
2.884789135498812,1.1032815274357501
4.124056906329864,10.085117632860756
66.81459443427549,8.356105057688362
21.284266961366153,8.375031455276114
44.875794391552574,16.212094193834684
2.1818146025255882,10.08792979960651
27.71504290842049,8.445561991099943
15.440971444576219,12.054529584097912
3.227719094476633,10.906815506272123
15.225508401770998,7.107653461861122
82.93312401784526,26.045357041637168
324.44549195791274,27.58106770303733
4.615830337771987,4.440483572239096
213.32464509043942,23.414973337078667
189.8788844561727,25.075639811026637
14.793067401112724,9.555148106299757
68.69110867737339,19.97182305140514
1.0,3.034172133109455
30.763988412880163,12.188464510098187
99.05925218037423,17.385682114998964
41.634624519587575,22.446763572261535
2.243840621591092,9.846378814087215
1.0,3.1690790213079034
30.467840187604015,7.412304936283511
302.18953464019717,20.253992268742575
5.802800749114283,5.850066542750143
33.61454861765307,23.716268273085927
147.7582470409621,15.34447441621853
2.5833340830122875,6.024755807038874
41.12111525078395,15.185801779116167
84.89262693960028,17.221600107931096
127.06919835073445,17.932143388190728
