IV1,IV2,DV
11.351157548035646,52.972701350188416,-9.999869619293026
2.0780558235666264,92.65512937152872,-6.135649702015221
2.5153262978879742,2.830509057119843,8.45825820003908
21.0244511121277,257.66432491357364,-1.732862058954133
100.48143504486116,507.1368123927633,3.239786711282555
265.36991423126483,21.00030010505464,16.821798557662976
340.6853871104932,1.0,29.73108069057387
294.03460013727704,365.69297598181055,6.2352150070191845
33.08560823228882,521.0818420983142,-2.273205789950161
8.191781515552414,1.0,8.835848865189162
196.17055181101995,18.93984399729854,14.065470879115932
250.7303897294548,36.13340327598146,21.04667885438319
5.97270846060143,11.608646109132827,0.3555830088096865
7.2599363812276625,310.53678756414035,-5.19590694872851
67.78271175940083,705.1154899095495,-6.855128096434717
262.91122510593686,2.731403814000821,18.631714978608017
36.291123576257064,31.338581812617605,7.824699807677492
53.771580873887416,103.04892631874905,3.4517230729755397
20.911084795183374,181.93598685410444,-3.6811635768660023
258.4364856229006,2.1058399666029284,27.04851279165883
63.49548588638432,135.52155242618912,-2.2348312186580706
20.613174802622048,438.98305950743344,-3.068823199359219
144.11862571068372,89.80046655852786,9.14459935085259
257.762809131364,40.69871767288178,13.414420196847255
13.122216806107074,523.5739155744177,-6.650952914472489
29.68986311591706,11.643298891662377,8.136597716582902
7.797162248334839,81.94742592619666,-1.367235569031565
2.977489012774552,483.0441923694676,-7.216069696749999
24.606692226302542,69.4907189353018,-5.962945305024746
110.47914993137198,154.98092177499657,15.159197322030145
177.12719530300936,37.07998008395815,16.814485366954496
49.004494980968374,301.9707827616029,5.480797199793269
13.511904220321636,1.0,4.7063235820537015
101.68988693647324,8.45150216241502,7.157615629952285
77.92656630601627,16.24454848833276,8.01133237457952
10.547488742225115,19.176645720743096,-0.9033022277045013
11.814533327503904,366.2336202455677,-8.356733033944836
96.40760268196213,1.0,20.957498419757425
73.59773359576089,114.59971220778527,9.165811950254628
89.10065901511251,328.1556089216318,2.461651330849783
96.1698031689095,557.592280437732,-1.5912331391396757
28.829284197065853,1.0,12.152000650971424
2.5909563502594617,2.3903241510393864,7.475441906618886
55.30870034687484,3.0262634293827713,20.139523337223544
86.46047584661316,148.58702250601883,12.773316506171422
12.254761684586422,258.3634529500081,-6.134056420775167
244.04252852082314,111.79675301838263,15.147343595848502
41.16818874438189,326.29864714922417,5.413374289259867
112.49336855246838,159.53381122290136,6.387502984782469
8.005021919122255,363.6132093328117,-14.428733388967794
324.7763812267432,764.2410812921476,8.12051454482963
12.714121165307285,222.7109013052441,-8.45722650306004
173.8460293475053,505.4989012541181,6.9622231196946345
234.86565852530507,277.209493670256,9.729629938497508
24.363579585078817,5.132227031922305,7.312761814838977
24.222725702763803,771.6846639165121,-8.29661207514798
17.179860774168617,39.99442284519204,1.8868321916238828
24.98407189104237,58.26034500955763,12.637212577179204
120.89597512011318,2.385358193385827,19.033313421244717
14.537844533952583,274.86581614715874,-7.261926476778223
7.150982668354233,459.2229604854865,-2.4682531403390673
79.66242689586441,23.28987485625983,9.28051123154189
73.19705097419914,157.20815160203264,12.648811750603265
72.36495964762264,339.47399717434325,0.36386780407422936
193.3320587554822,643.0902627288816,0.18586334362564028
2.1843927155407674,19.83687278714474,-1.9592765593298906
10.055290914361152,8.21707009464162,8.022086486261838
33.84231252874041,39.93678294243857,5.217017773737701
2.884789135498812,66.394449481789,1.6805362317286985
4.124056906329864,122.71421096888267,-10.069889336130712
66.81459443427549,48.98966416591294,7.309818968001726
21.284266961366153,346.3819743626709,-0.008071476704552438
44.875794391552574,14.950310987768338,12.126305428415824
2.1818146025255882,14.806744122874292,1.8474098531481413
27.71504290842049,501.0915559187713,-9.746829425406649
15.440971444576219,1.0,5.491622347420176
3.227719094476633,1.0,10.102870868647118
15.225508401770998,876.210700254778,-12.033738093747242
82.93312401784526,492.59867652167,6.087085650380561
324.44549195791274,682.1657609793506,8.74116205742845
4.615830337771987,14.215694673379273,7.108199299396971
213.32464509043942,313.71683656105415,8.77225111492054
189.8788844561727,269.9001052447898,2.376404127831144
14.793067401112724,13.360898946425756,2.9515187404037393
68.69110867737339,82.15019446665323,-0.9064709150702859
1.0,29.27884635012925,0.265208140096461
30.763988412880163,411.47802273643947,0.26464925530475547
99.05925218037423,2.76362902426977,20.33623588481886
41.634624519587575,123.46855134632698,5.771610331710865
2.243840621591092,4.418613665480181,1.5350380190255217
1.0,445.5652124999971,-14.010957860975603
30.467840187604015,179.344030481996,-1.8858428692153906
302.18953464019717,13.583757861250422,19.626887788937132
5.802800749114283,7.362869061489906,5.877096820645548
33.61454861765307,798.1233863368134,6.650297131164956
147.7582470409621,1.0,17.07813449453115
2.5833340830122875,734.7299299875044,-13.918488695847598
41.12111525078395,109.21176494013069,5.603643414540755
84.89262693960028,16.784903928112666,10.458543904642298
127.06919835073445,28.24151193582267,1.4255815879378877
