f1,f2,target
-0.9168155671713278,-0.0509814958546585,0
1.2899710591389963,-2.1753928835451073,0
-0.7329915684781261,-0.20506175143116556,1
-0.3594825590611239,-2.526702688244443,0
2.216269813896182,0.45287367032492565,1
0.15760594196208477,1.4094742682419998,1
-1.848742834023492,0.6834495786238832,0
2.263267584058877,0.593691354209306,1
-1.1844321826754622,0.05989907836621344,1
3.8656198104498634,-0.18107482304847244,1
-0.7150557081607138,-0.7715256282954724,0
0.6417322530571423,1.3573394043006015,1
0.30549000617375355,1.151274748816711,1
-2.262389611402819,-0.6417999270735419,0
1.6694801926318983,0.8502033264205114,1
-1.016556402906575,-0.5961852832655153,0
2.1161626353323237,0.3453412876306333,1
0.3757332996703431,0.9899970736154098,0
-0.7287482232298561,-0.23803659796896282,0
3.471652158063634,-1.3194230004425742,0
-1.3697328796245407,1.5581379424009993,1
-1.2651077017621044,0.8619868379348028,0
0.7354409138111461,1.067012610993622,0
-1.5158688051157005,-0.5442078789050475,0
1.503707135209269,-0.2840163314234795,0
-0.4492951257669393,0.7453615677341707,0
2.0199085056795663,-0.3441933699598728,0
1.75930125195252,1.076403787553259,1
2.0875262307979163,0.9121341424583677,1
0.48826100916804016,-1.0501907777285293,0
0.027363059032395665,1.1450836475860395,1
2.954691196423929,-0.03878420678779726,1
-1.1102748360705987,-2.695462012047525,0
-0.35310355680719985,0.6555254960293143,1
-0.38682647570257644,0.49887022965138517,1
-0.8925607268383053,-1.1010744148069882,0
0.8009190527668593,1.1750593318056395,1
-1.2520728798525356,-0.26896106550279675,0
1.7569432326934622,0.6757747096382968,1
1.4562477741237538,0.8589693626459953,1
-2.728295570426331,0.13349163649078677,1
1.3879521205445586,-2.1989302987880666,0
-0.8753457939725661,2.175141588450747,1
0.05596225393400167,1.2334341665697377,1
1.2744510861871974,-3.41171199697616,0
-1.0471844675883313,-0.6111996462389194,0
-1.206522084123743,-0.9398428402787341,0
-0.6216070038958994,0.8618801100485226,1
2.1237972927495887,0.9993137212132712,0
-1.5280544143134707,0.6112127782720849,1
3.0263222731357144,-2.7800924358175867,0
0.15135535264307842,-2.425483182551306,0
0.8469893798680841,-0.032086101360460084,0
1.258622742722982,-0.3257934932493384,0
-1.2674323452159555,0.23054790797650593,1
1.3273848903670333,0.9629144349884267,1
-0.35126079758445394,-0.008444343227295814,0
-1.8117826546709803,0.9762620177674002,1
-1.5047186063764717,-0.3658596674892227,0
-0.35069878325876513,1.3921650102804004,1
-0.6374514503259321,1.8573254025647266,1
-0.33320464751770185,-0.4914523814179903,1
-1.0593958813493756,-0.8216403036860024,0
0.6596444624948763,-0.595704249843659,0
-0.5528750276282433,-0.6814698244851272,0
-0.16789777459947386,1.5001775954774363,1
2.2982115358459634,0.34118756732483424,1
1.362934520546748,0.7275511510420005,1
1.866944439759886,-1.5668544468059002,0
-0.18205207670804902,-2.254284815161222,0
-0.8855328873772083,1.4114608440785665,1
0.7841629414334734,-1.3080301920535846,0
-0.9139974374305884,-1.6635377148828565,0
-0.6103424149541697,0.7912998887642309,1
-1.444595019765976,1.1895723049307183,1
-1.2354650629848818,0.8301091108304828,1
-0.9333840329176342,-1.8600741435565955,0
-0.568069481234027,0.14694255766066533,1
0.5014653092736026,0.027556944056863708,1
1.2817209697666117,-0.35964518325557004,0
-1.7714067024038305,1.182792030714475,1
1.220178216722335,-2.1614659944051438,0
1.0124779101752908,-1.2150070387708638,0
0.6250741671865797,-0.6028127793163183,0
0.24590707009423984,0.9508737613390688,1
0.8014170761471457,-0.6627095960829619,0
-1.367097662696601,-1.1362130845164813,0
0.9080723709874204,-2.735762667137135,0
-0.9952393238378505,1.160821165736189,1
-1.5839234434084584,-2.20209638646857,0
-0.3792230617999527,1.584649352693364,1
-0.6428739595745017,1.52962810712701,1
-1.7953552151471368,-1.938045158247217,1
1.902984119252772,0.6606281836919066,1
0.3739160042439107,1.3655382589692606,1
1.4433184603331868,0.46731258301082024,0
0.3125365789990039,-0.15367636352522218,0
-1.0817491682551392,1.5134858919179095,1
-0.5175900120963535,0.4225368550103201,1
-0.10199156837527656,-1.6881253666447436,0
